titulo,autor,ano,paginas,editora,rating,avaliacao,resenha,abandonos,relendo,lendo,querem_ler,leram,genero,male,female
O piano e a orquestra,Carlos Heitor Cony,2004,312,Planeta,3.8,81,0,3,0,4,81,142,Literatura Brasileira ,52,48
Como Adam Smith Pode Mudar Sua Vida,Russ Roberts,2015,192,Sextante,3.8,39,6,1,0,6,132,63,Autoajuda ,56,44
A Carteira de Meu Tio,Joaquim Manuel de Macedo,2001,125,Planeta,3.3,134,3,17,0,32,201,276,Literatura Brasileira ,36,64
A Impossível Faca da Memória,Laurie Halse Anderson,2019,352,Valentina,4.0,248,38,3,0,17,1,271,Ficção / Jovem adulto / Literatura Estrangeira / Romance ,15,85
Timmy Fiasco,Stephan Pastis,2016,296,Rocco,3.7,49,1,1,0,6,73,39,Infantojuvenil ,34,66
Piano Vermelho,Josh Malerman,2017,320,Intrínseca,3.2,2,255,149,2,201,5,3,Ficção / Literatura Estrangeira ,20,80
O Mistério dos Sete Relógios,Agatha Christie,2016,266,HarperCollins,4.0,3,148,74,2,144,2,8,Crime / Suspense e Mistério ,22,78
O Segredo dos Goblins,William Alexander,2017,240,Rocco,3.8,21,1,1,0,2,207,19,Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira ,23,77
A troca,Beth O'Leary,2020,352,Intrínseca,4.5,84,14,1,0,5,187,42,Chick-lit / Romance / Literatura Estrangeira ,4,96
Uma Voz Ao Vento,Francine Rivers,2018,504,Verus,4.7,182,30,1,1,31,566,164,Literatura Estrangeira / Romance ,4,96
O Coração do Leão,Mia Sheridan,2015,208,Arqueiro,4.1,1,119,17,0,22,1,2, Mas será que ela pode confiar em um estranho? Ou será que ele está guardando um segredo sobre sua real ligação com Leo e os motivos que o levaram a sumir de sua vida anos atrás?Literatura Estrangeira / Romance ,1,99
Meu pecado,Javier Moro,2019,256,Editora,3.8,16,6,1,0,2,98,17,Ficção / Literatura Estrangeira ,11,89
A Volta às Aulas do Pequeno Nicolau,René Goscinny,2010,142,Rocco,4.0,101,4,4,2,41,112,215,Infantojuvenil / Literatura Estrangeira ,29,71
A Garota do Calendário - Dezembro,Audrey Carlan,2016,160,Verus,4.0,3,142,23,2,83,3,5,Erótico / Literatura Estrangeira / Romance ,4,96
Felicidade clandestina,Clarice Lispector,2020,160,Rocco,4.1,6,130,291,33,530,4,12,Contos / Ficção / Literatura Brasileira ,20,80
Batgirl na Super Hero High,Lisa Yee,2017,256,Rocco,4.4,11,3,0,0,1,40,3,Aventura / Infantojuvenil / Literatura Estrangeira ,14,86
Homem-Aranha: Miles Morales,Jason Reynolds,2020,208,Excelsior,4.0,82,13,0,1,12,548,71,Aventura / Fantasia / Ficção / Infantojuvenil / Jovem adulto ,34,66
Acima de tudo,Maximiliano Tozzini Bavaresco,2020,240,Sextante,0.0,0,0,0,0,1,75,1,Design / Literatura Brasileira / Marketing e Publicidade / Negócios e Empreendedorismo ,26,74
Um amor conveniente,Tessa Dare,2019,240,Gutenberg,4.2,1,117,9,2,32,910,1, Mas conseguirá ela proteger seu próprio coração?Ficção / Literatura Estrangeira / Romance ,0,100
Estamos Cegos,Jürgen Klaric,2012,256,Planeta,3.6,35,3,3,0,11,108,73,Administração / Literatura Estrangeira / Marketing e Publicidade / Não-ficção ,56,44
Bruxa da Noite,Nora Roberts,2015,320,Arqueiro,4.0,1,110,54,4,104,1,2,Ficção / Literatura Estrangeira / Romance ,5,95
O roteirista - uma fábula vulgar,Vinicius Pinheiro,2007,180,Rocco,3.1,24,5,7,0,3,20,35,Literatura Brasileira ,37,63
"Muitas Vidas, Muitos Mestres",Brian Weiss,2013,160,Sextante,4.1,1,42,46,9,96,709,3,Autoajuda / Psicologia / Religião e Espiritualidade ,19,81
Fique Comigo,Ayòbámi Adébáyò,2020,240,HarperCollins,4.4,3,382,20,1,145,3,3,Ficção / Literatura Estrangeira / Romance ,11,89
Inferno,Patrícia Melo,2003,367,Planeta,4.0,358,23,14,3,24,231,699,Crime / Ficção / Literatura Brasileira / Romance ,39,61
Christine,Stephen King,2004,321,Planeta,4.1,4,171,246,9,244,5,8,Aventura / Cinema / Crime / Fantasia / Ficção / Ficção científica / Horror / Romance / Suspense e Mistério / Terror / Literatura Estrangeira ,41,59
A Vingança Está Na Moda ,Rosalie Ham,2016,288,Casa,3.3,256,27,15,0,27,510,347,Literatura Estrangeira ,11,89
A Descoberta do Fluxo,Mihaly Csikszentmihalyi,1999,168,Rocco,3.9,18,3,2,1,16,297,19,Psicologia ,51,49
Escola: Os Piores Anos da Minha Vida,James Patterson,2013,288,Arqueiro,3.8,364,29,14,1,28,588,529, Será que o plano vai passar de mágico a trágico?  ,26,74
A Cruz de Fogo,Diana Gabaldon,2009,768,Rocco,4.5,722,52,10,1,125,3,1,Fantasia / Ficção / Literatura Estrangeira / Romance ,8,92
Cinco Minutos,José de Alencar,2016,43,Domínio,3.7,6,146,76,16,65,1,14,Romance / Literatura Brasileira ,20,80
O livro do silêncio,PJ Pereira,2018,288,Editora,4.1,44,2,1,0,7,107,50,Fantasia / Literatura Brasileira ,35,65
Circe,Madeline Miller,2019,368,Planeta,4.3,1,152,27,1,119,2,1,Fantasia / Ficção / Literatura Estrangeira ,14,86
Como Eu Era Antes de Você,Jojo Moyes,2013,320,Intrínseca,4.5,57,2,1,164,4,57,112,Literatura Estrangeira / Romance / Ficção ,6,94
A Persuasão Feminina,Meg Wolitzer,2019,416,Rocco,3.8,12,1,2,0,5,755,14,Ficção / Literatura Estrangeira / Romance ,9,91
Silêncio,Shusaku Endo,2017,272,Editora,4.2,242,17,4,1,18,631,336,Romance / Literatura Estrangeira ,49,51
Para Sempre Caídos,Cassandra Clare,2020,100,Galera,5.0,1,0,0,0,0,0,1, Será que ele conseguirá encontrá-los?Fantasia ,0,0
Deuses Americanos,Neil Gaiman,2018,264,Intrínseca,4.2,11,538,849,60,2,17,17,"Outros livros do autor:Deuses americanos, Alerta de risco, O oceano no fim do caminho, Os filhos de Anansi, Lugar Nenhum, Faça boa arte, A verdade é uma caverna nas Montanhas NegrasFantasia / Ficção / HQ, comics, mangá / Literatura Estrangeira ",48,52
O Nome do Vento,Patrick Rothfuss,2009,656,Arqueiro,4.7,16,799,607,168,2,23,23,Aventura / Fantasia / Literatura Estrangeira ,44,56
A Sociedade literária e a torta de casca de batata, Mary Ann Shaffer,2009,304,Rocco,4.5,1,205,45,3,101,1,2,Ficção / Literatura Estrangeira ,8,92
O homem que você vai ver,Eli Gottlieb,2009,240,Rocco,3.4,20,3,0,0,0,23,24,Ficção / Literatura Estrangeira ,24,76
Como os Vírus e as Pandemias Evoluem,Reinaldo José Lopes,2020,30,HarperCollins,4.1,207,34,0,0,8,54,223,Biologia / Literatura Brasileira ,39,61
Entre Bardos e Druidas,Guilherme de Sá,2017,280,Editora,4.6,53,3,1,0,17,189,59, Um livro para todos aqueles que possuem ousadia e coragem para prestar atenção na existênciaReligião e Espiritualidade ,34,66
Terceiro Reich em Guerra,Richard J. Evans,2017,1056,Editora,4.7,58,3,4,0,19,607,89,Geografia / História Geral ,65,35
Você é meu oceano,Benedetta Cipriano,2020,240,AllBook,4.2,23,3,0,1,7,181,23,Ficção / Literatura Estrangeira / Romance ,8,92
O mundo precisa de alguém f*da como você (e-Book),Benjamin VandenWymelenberg,2020,117,Universo,4.0,1,0,0,0,2,81,1,Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo ,23,77
Corte de Gelo e Estrelas,Sarah J. Maas,2018,238,Galera,4.1,11,1,91,14,652,11,14,Fantasia / Ficção / Literatura Estrangeira / Romance ,3,97
A maçã no escuro,Clarice Lispector,1998,336,Rocco,4.0,615,23,150,9,131,1,1,Literatura Brasileira / Romance ,27,73
Um Porto Seguro,Nicholas Sparks,2016,304,Arqueiro,4.3,15,598,389,32,810,13,29,Romance / Literatura Estrangeira ,6,94
As Regras da Sedução,Madeline Hunter ,2015,272,Arqueiro,4.0,2,128,18,4,52,2,3,Ficção / Literatura Estrangeira / Romance ,1,99
As Duas Torres,J. R. R. Tolkien ,2019,464,HarperCollins,4.6,28,431,942,132,1,52,69,Aventura / Fantasia / Ficção / Literatura Estrangeira ,45,55
Caligrafia Para Relaxar,Amy Latta,2017,204,Sextante,4.2,55,6,7,1,127,1,118,Literatura Estrangeira / Não-ficção ,6,94
A vida secreta dos animais,Peter Wohlleben,2019,150,Sextante,4.2,83,4,1,1,22,798,96,Agropecuária / Animais de Estimação / Literatura Estrangeira ,19,81
Os Arquivos Perdidos: A Fuga,Pittacus Lore,2015,100,Intrínseca,4.0,24,0,0,0,0,53,51,Ficção científica ,34,66
Sandman e A Guerra dos Sonhos,William Joyce,2018,240,Rocco,4.2,50,4,0,0,3,308,62, Será que ele vencerá o próprio sono e se juntará aos Guardiões na luta contra o mal?Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira ,22,78
Jesus de Nazaré,Papa Bento XVI,2017,336,Planeta,4.6,140,6,11,2,60,282,256," Como é que grandezas coletivas desconhecidas podiam ser criativas? Convencer e, assim, se impor? Não é então,mesmo historicamente, muito mais lógico que o grandioso se encontre no princípio e que a figura de Jesus na realidade acabe com todas as categorias disponíveis e que apenas a partir do mistério de Deus se deixe entender?Literatura Estrangeira / Não-ficção / Religião e Espiritualidade ",69,31
A Outra Casa,Sophie Hannah,2016,464,Rocco,3.6,155,26,2,0,13,660,197,Literatura Estrangeira / Suspense e Mistério / Crime ,12,88
Assombrado,Meg Cabot,2006,240,Galera,4.4,13,146,39,28,87,5,27,Ficção / Infantojuvenil / Literatura Estrangeira ,4,96
As Madonas de Leningrado, Debra Dean ,2018,256,HarperCollins,3.8,62,7,0,0,4,97,80,Drama / Ficção ,14,86
A Vida em Tons de Cinza,Ruta Sepetys,2011,240,Arqueiro,4.6,1,215,17,4,55,3,2,Ficção / Jovem adulto / Literatura Estrangeira / Romance ,10,90
Reciclagem Emocional,Bianca Toledo,2017,144,Editora,3.8,22,0,1,0,4,62,24,Religião e Espiritualidade ,10,90
"Leitura Do Texto, Leitura Do Mundo",Domício Proença Filho ,2017,272,Rocco,4.2,6,3,0,0,0,26,1,Comunicação / Ensaios / Literatura Brasileira ,29,71
Tua,Cláudia Piñeiro,2015,136,Verus,3.6,171,21,1,1,3,383,216,Literatura Estrangeira / Romance / Romance policial ,13,87
Estado de Graça,Ann Patchett,2012,304,Intrínseca,3.4,150,15,13,0,14,318,222,Literatura Estrangeira ,21,79
Sucesso no Trabalho,Morten T. Hansen,2019,320,Rocco,5.0,1,0,0,0,1,271,5,"Administração / Economia, Finanças / Literatura Estrangeira / Negócios e Empreendedorismo ",27,73
Crepúsculo ,Stephenie Meyer,2015,736,Intrínseca,3.7,104,2,5,671,2,12,345,Fantasia / Ficção / Literatura Estrangeira / Romance ,12,88
Minha vida com mamãe,Bety orsini,2012,173,Rocco,3.3,4,0,0,0,2,7,8," Dona Amélia não teve dúvidas e devolveu-lhe: Minha filha, se você tirar uma foto hoje e olhar para ela daqui a 50 anos, será completamente diferente! ",11,89
Flores Raras e Banalíssimas,Carmen L. Oliveira,1995,224,Rocco,4.2,191,16,12,4,24,296,316,"Literatura Brasileira / Biografia, Autobiografia, Memórias / LGBT / GLS ",16,84
Os Sete Enforcados,Leonid Andreiev,1987,165,Rocco,4.0,180,12,0,0,8,272,225,Ficção / Literatura Estrangeira / Romance ,38,62
Ladrões de Beleza,Pascal Bruckner,1999,240,Rocco,4.3,20,0,3,0,1,28,30,Literatura Estrangeira ,42,58
Ainda dá,Mario Sergio Cortella e Paulo Jebaili,2020,144,Editora,4.1,41,11,0,0,8,262,48,Autoajuda / Literatura Brasileira ,26,74
A Maldição do Tigre,Colleen Houck,2011,352,Arqueiro,4.3,24,1,1,187,1,18,41," A maldição do tigre é mágico!"" (Becca Fitzpatrick, autora da série Sussurro)Fantasia / Ficção / Literatura Estrangeira / Romance ",11,89
"O superblog das maravilhosas: Mari, Luma e Carol",Inês Stanisiere,2007,136,Planeta,3.1,189,3,2,1,1,23,411,Infantojuvenil ,0,100
Enquanto eu respirar,Ana Michelle Soares,2019,240,Sextante,4.7,205,41,0,0,28,748,228,Drama / Literatura Brasileira / Não-ficção ,7,93
Origens,Neil deGrasse Tyson,2015,384,Planeta,4.4,562,31,49,1,243,1,789,Filosofia / Literatura Estrangeira ,56,44
Atração Magnética,Meredith Wild,2015,288,Nova,3.6,1,43,40,8,74,920,1,Erótico / Ficção / Literatura Estrangeira / Romance ,4,96
A Economia da Desigualdade,Thomas Piketty,2015,144,Intrínseca,3.7,135,8,19,2,87,882,238, Literatura Estrangeira ,55,45
Universidade das Crianças,Ulrich Janben,2009,232,Planeta,4.0,21,0,6,0,3,14,37,Educação ,25,75
Cidades de Papel,John Green,2014,361,Intrínseca,3.7,52,1,3,147,3,113,107, Romance ,12,88
Autoridade,Jeff VanderMeer,2015,384,Intrínseca,3.2,754,52,33,1,89,1,1,Ficção / Ficção científica ,40,60
O que eu faço com a saudade?,Bruno Fontes,2019,224,Editora,4.3,258,34,1,4,46,715,299,"Ficção / Literatura Brasileira / Poemas, poesias ",10,90
Cage,Andy Collins,2018,256,The,4.3,70,11,1,0,4,105,76,Literatura Estrangeira / Romance ,2,98
Perfeitamente Imperfeita,Harper Sloan,2019,380,AllBook,3.8,69,12,3,0,10,491,79,Ficção / Literatura Estrangeira / Romance ,6,94
Guia Definitivo,Rick Riordan,2012,148,Intrínseca,3.9,5,88,25,10,58,5,11,Fantasia / Literatura Estrangeira ,25,75
O Tempo Não Para,Tamara Ireland Stone,2016,336,Rocco,3.8,59,2,1,1,2,282,78,Jovem adulto ,3,97
Sprint,Jake Knapp,2017,320,Intrínseca,4.2,389,26,35,5,205,1,615,Design / Literatura Estrangeira / Negócios e Empreendedorismo ,49,51
A Última Grande Lição,Mitch Albom,1998,184,Sextante,4.2,2,104,65,12,105,1,4,Autoajuda ,21,79
Diário de Uma Garota Nada Popular,Rachel Renée Russell,2013,336,Verus,4.0,1,11,6,3,40,723,2, Felizmente ela tem suas melhores amigas Chloe e Zoey ao seu lado  e em seu teclado também!Literatura Estrangeira ,1,99
Quando o Amor Bater à Sua Porta,Samanta Holtz,2016,304,Arqueiro,4.3,1,181,27,3,53,1,1,Ficção / Romance ,2,98
"Com Amor, Anthony",Lisa Genova,2019,320,HarperCollins,4.3,539,53,8,1,36,807,728,Drama / Literatura Estrangeira / Romance ,9,91
Fique Comigo,Ayòbámi Adébáyò,2018,256,TAG,4.4,3,382,20,1,145,3,3,Ficção / Literatura Estrangeira ,11,89
Conquistando A Liberdade Interior,Pe. Adriano Zandoná,2015,238,Planeta,4.0,25,0,2,0,5,103,28,Autoajuda / Literatura Brasileira / Religião e Espiritualidade ,19,81
Bum!,Mark Haddon,2012,176,Galera,3.1,15,0,0,0,1,8,16,Infantojuvenil ,31,69
Box Coleção Ditadura,Elio Gaspari,2016,2612,Intrínseca,4.6,14,0,0,0,7,255,23,Geografia / História / História do Brasil ,41,59
A Odisseia de Penélope,Margaret Atwood,2020,128,Rocco,3.7,286,26,7,0,18,787,376,Ficção / Literatura Estrangeira / Romance ,17,83
1793,Niklas Natt och Dag,2020,432,Intrínseca,4.2,156,48,4,2,27,1,102,Ficção / Literatura Estrangeira / Suspense e Mistério ,22,78
A Rede de Alice,Kate Quinn ,2019,518,Verus,4.6,1,179,12,1,133,2,1,Ficção / Literatura Estrangeira / Romance ,10,90
Querem nos calar,bell puã,2019,224,Editora,4.4,123,13,1,0,13,359,154,"Literatura Brasileira / Não-ficção / Poemas, poesias ",5,95
O Homem que comeu o 747,Ben Sherwood,2001,211,Rocco,3.4,37,2,3,0,1,30,53, Poderão as coisas mais maravilhosas da vida ser medidas? Uma obra apaixonante onde a força do coração derruba todas as barreiras ,20,80
O Altruísmo e a Moral,Francesco Alberoni,1992,103,Rocco,3.8,5,0,0,0,0,5,7,""" ",50,50
O Caso Caravaggio ,Daniel Silva,2016,352,Harper,3.8,157,15,1,0,14,283,232,Suspense e Mistério ,29,71
A Ira de Mulgarath,Holly Black,2006,139,Rocco,4.0,942,25,2,0,12,1,1," Com a ajuda do gnomo Tibério, do desajeitado Gritalhão e outros seres encantados que povoam a história, conseguirão Jared, Simon e Mallory triunfar sobre as forças do mal e fazer com que o precioso guia de campo seja usado para o bem de todos?Fantasia ",34,66
Tóquio Ano Zero (Tokyo Year Zero),David Peace,2011,400,Planeta,3.3,60,3,19,1,17,199,99,Ficção ,48,52
A Garota do Calendário - Agosto,Audrey Carlan,2016,160,Verus,4.0,3,152,21,3,93,2,6,Erótico / Literatura Estrangeira / Romance ,3,97
Divergente,Veronica Roth,2012,504,Rocco,4.4,49,1,877,160,1,26,93,Literatura Estrangeira / Ficção / Distopia / Infantojuvenil ,16,84
Antologia Fantástica Biblioteca,Tici Pontes,2019,188,The,4.1,21,4,0,0,6,245,21,"""Contos / Ficção / Literatura Brasileira / Romance ",7,93
Para que minha vida se transforme 2,Maria Salette,2002,122,Verus,3.7,34,1,0,0,2,13,57,""" ",25,75
O canto mais escuro da floresta,Holly Black,2017,294,Galera,3.9,1,180,67,2,94,4,1,Ficção / Jovem adulto / Literatura Estrangeira ,9,91
A Cruz de Fogo,Diana Gabaldon,2018,1120,Arqueiro,4.3,1,82,32,8,268,7,1,Ficção / Literatura Estrangeira / Romance / Fantasia / Ficção científica ,9,91
A Grande Ilusão,Harlan Coben,2017,304,Arqueiro,4.3,1,209,7,2,77,2,2,Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ,16,84
O Sapo Que Queria Ser Príncipe,Rubem Alves,2009,230,Planeta,4.0,121,4,6,2,25,162,245,Biologia / Contos / Ficção / Literatura Brasileira ,30,70
História Essencial da Filosofia Vol. 4,Paulo Ghiraldelli,2009,144,Universo,4.2,8,1,0,1,1,15,16," Principais: Hegel, Marx, Shopenhauer, Nietzsche e uma introdução a Foucault ",55,45
O Clube dos Suicidas,Robert Louis Stevenson,1986,126,Rocco,3.3,884,41,48,1,39,957,1,Aventura / Romance ,29,71
Os Elefantes Não Esquecem,Agatha Christie,2014,168,Nova,3.9,9,324,156,13,258,5,18,Almanaques / Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,22,78
"Três Amigas, no Ritmo do Blues",Edward Kelsey Moore,2018,416,Rocco,4.3,12,1,1,0,0,202,11,Ficção / Literatura Estrangeira ,5,95
Enzo,Garth Stein,2019,352,Editora,3.5,1,1,0,0,1,0,0,Animais de Estimação ,0,100
Nosferatu,Joe Hill,2020,608,HarperCollins,4.3,1,136,59,4,231,3,2,"""Fantasia / Ficção / Horror / Literatura Estrangeira / Suspense e Mistério / Terror ",36,64
Beren e Lúthien,J. R. R. Tolkien ,2018,368,HarperCollins,4.2,493,56,11,4,101,1,619,Fantasia ,49,51
Pais Tóxicos,Susan Forward,2001,324,Rocco,4.8,20,2,1,0,15,121,30,Autoajuda / Psicologia ,18,82
Outros Escritos,Clarice Lispector,2005,176,Rocco,4.2,154,5,4,0,20,320,304,Drama / Literatura Brasileira / Não-ficção / Romance ,24,76
Dezesseis Luas,Kami Garcia,2013,488,Galera,3.9,13,497,1,57,950,13,24,"""Fantasia / Literatura Estrangeira ",11,89
Quando Sopra o Vento,James Patterson,2001,327,Rocco,3.6,124,7,5,0,3,318,218,Crime / Ficção / Romance policial ,17,83
Minha Sentença é Você,Cristina Melo,2018,334,The,4.2,83,12,1,0,2,76,89,"Teria ela agora que achar uma saída, ou pela primeira vez em sua vida deveria deixar que o destino decidisse?Romance / Romance policial ",2,98
Nunca me Deixe,J.J. McAvoy,2018,233,The,3.2,104,12,2,1,3,334,130,"Com tantos obstáculos entre eles, o verdadeiro amor triunfará?Literatura Estrangeira / Romance ",2,98
"Bolsas, Beijos e Brigadeiros",Fernanda França,2014,304,Planeta,3.7,239,30,33,2,23,782,369,Ficção / Infantojuvenil / Literatura Brasileira / Romance ,1,99
Mulheres Alteradas 2,Maitena,2003,80,Rocco,4.1,460,4,1,1,5,121,972," Alterada, você pode ser, mas boba, jamais! ",8,92
Harry Potter e o Enigma do Príncipe,J.K. Rowling ,2017,472,Rocco,4.7,110,1,606,481,2,99,326,Infantojuvenil / Literatura Estrangeira / Aventura / Fantasia / Ficção / Romance / Suspense e Mistério ,26,74
A mulher que matou os peixes,Clarice Lispector,1969,32,Rocco,3.9,1,51,5,8,33,660,2,Ficção / Infantojuvenil / Literatura Brasileira ,22,78
The Originals - Ascensão,Julie Plec,2015,224,Galera,4.0,286,24,19,0,54,896,462,Literatura Estrangeira / Ficção / Fantasia / Romance / Jovem adulto ,14,86
Reino de Cinzas,Sarah J. Maas,2019,938,Galera,4.8,6,729,25,19,595,5,7,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ,6,94
Culture Smart! Espanha,Marian Meaney,2014,168,Verus,3.6,5,0,0,1,1,4,7,Literatura Estrangeira / Turismo e Viagens ,50,50
A Pequena Livraria dos Sonhos,Jenny Colgan,2019,304,Arqueiro,4.1,1,331,32,1,122,4,2,Chick-lit / Ficção / Literatura Estrangeira / Romance ,3,97
Tudo que você precisa saber sobre Umbanda,Janaina Azevedo Corral,2010,400,Universo,3.9,7,0,0,0,0,13,16,Duração: 3h30min ,52,48
O Monge e o Executivo,James C. Hunter,2015,144,Sextante,3.8,25,713,1,169,1,7,99,Administração / Autoajuda / Negócios e Empreendedorismo ,34,66
Arsen,Mia Asher,2019,404,The,3.6,63,18,0,1,4,269,57,Ficção / Literatura Estrangeira / Romance ,7,93
Levantai-vos! Vamos!,Papa João Paulo II,2011,210,Planeta,4.3,21,1,1,0,7,40,40," E que mensagem mais veemente poderíamos receber nos dias de hoje, num mundo que incessantemente nos confunde com uma quantidade avassaladora de sugestões ambíguas? ",51,49
Beleza Perdida,Amy Harmon,2015,336,Verus,4.5,7,576,109,19,192,4,9,Línguas Estrangeiras / Romance ,2,98
Cidade dos Anjos Caídos,Cassandra Clare,2019,364,Galera,4.2,24,487,408,77,1,89,46,Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance ,15,85
Manual do usuário - A esposa,J. A. Hazeley e J. P. Morris,2016,52,Intrínseca,3.1,121,5,0,0,1,74,179,"Humor, Comédia / Literatura Estrangeira ",24,76
Mudar Faz Bem,Regina Volpato,2017,272,Editora,4.1,30,6,1,0,11,86,43,Autoajuda / Bem estar e lazer / Crônicas / Entretenimento / Psicologia ,39,61
Fascismo à brasileira,Pedro Doria,2020,280,Editora,3.9,25,3,1,0,11,346,7,"Em Fascismo à brasileira, Pedro Doria conta esse momento pouco estudado da história brasileira com uma riqueza dedetalhes que permitirá ao leitor não só conhecer o integralismo como fazer, ele próprio, as conexões entre passado e presenteLiteratura Brasileira / Não-ficção / Política ",36,64
